Aliment,Calories,Fibres,Glucides,Gras,IG,CG,Proteines,Famille_regroupee
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),304.0,0.0,0.0,25.4,50.0,0.0,20.0,Produits laitiers
Saint-Félicien,283.0,0.0,0.0,25.2,50.0,0.0,20.0,Produits laitiers
"Fromage type feta, au lait de vache",271.0,0.0,1.42,21.7,30.0,0.4,20.0,Produits laitiers
Fromage 100% brebis (Feta AOP ou type Feta),200.0,0.0,2.5,22.8,0.0,0.0,20.0,Produits laitiers
"Fromage type feta, au lait de vache, é l'huile et aux aromates",285.0,0.0,0.16,23.4,30.0,0.0,20.0,Produits laitiers
Boulette d'Avesne,356.0,0.0,0.0,30.0,50.0,0.0,20.0,Produits laitiers
Feta AOP,286.0,0.0,0.65,24.3,50.0,0.3,20.0,Produits laitiers
Fromage é péte pressée cuite (aliment moyen),392.0,0.0,0.0,30.8,0.0,0.0,20.0,Produits laitiers
Beaufort,412.0,0.0,0.0,34.0,50.0,0.0,20.0,Produits laitiers
Comté,420.0,0.0,0.0,34.6,50.0,0.0,20.0,Produits laitiers
Abondance,395.0,0.0,0.0,31.6,50.0,0.0,20.0,Produits laitiers
Gruyére IGP France,398.0,0.0,0.0,32.0,50.0,0.0,20.0,Produits laitiers
Gruyére,426.0,0.0,0.0,34.6,50.0,0.0,20.0,Produits laitiers
Emmental ou emmenthal,375.0,0.0,0.0,28.8,50.0,0.0,20.0,Produits laitiers
"Fromage é pate pressée cuite type emmental ou emmenthal, allégé en matiére grasse",284.0,0.0,0.0,18.0,0.0,0.0,20.0,Produits laitiers
Emmental ou emmenthal répé,370.0,0.0,0.0,28.6,50.0,0.0,20.0,Produits laitiers
Ossau-Iraty,430.0,0.0,0.0,37.0,50.0,0.0,20.0,Produits laitiers
Parmesan,409.0,0.0,0.0,31.0,50.0,0.0,20.0,Produits laitiers
Fontina,383.0,0.0,0.0,31.1,50.0,0.0,20.0,Produits laitiers
Pecorino,200.0,0.0,0.0,28.8,50.0,0.0,20.0,Produits laitiers
Grana Padano,399.0,0.0,0.0,29.2,50.0,0.0,20.0,Produits laitiers
Fromage fondu en tranchettes,247.0,0.0,5.34,18.5,0.0,0.0,20.0,Produits laitiers
Fromage fondu en portions ou en cubes environ 8% MG,200.0,0.0,0.0,7.48,0.0,0.0,20.0,Produits laitiers
Fromage fondu en portions ou en cubes environ 20% MG,243.0,0.0,6.38,19.3,0.0,0.0,20.0,Produits laitiers
"Spécialité fromagére non affinée environ 25% MG, type fromage en barquette é tartiner ou coque fromagére",256.0,0.0,4.24,23.9,0.0,0.0,20.0,Produits laitiers
"Fromage fondu double créme, environ 31% MG",312.0,0.0,1.78,29.6,0.0,0.0,20.0,Produits laitiers
Cancoillotte (spécialité fromagére fondue),152.0,0.0,0.5,10.5,50.0,0.2,20.0,Produits laitiers
"Spécialité fromagére non affinée environ 20% MG, type fromage en barquette é tartiner ou coque fromagére",200.0,0.0,1.4,21.2,0.0,0.0,20.0,Produits laitiers
Spécialité fromagére fondante au fromage blanc et aux noix,200.0,2.0,4.2,31.6,0.0,0.0,20.0,Produits laitiers
Snack pour enfants é base de fromage fondu et de gressins,200.0,1.2,24.1,18.9,0.0,0.0,20.0,Produits laitiers
Roquefort,386.0,0.0,0.0,33.9,50.0,0.0,20.0,Produits laitiers
Fourme de Montbrison,367.0,0.0,0.0,30.8,50.0,0.0,20.0,Produits laitiers
Fromage bleu au lait de vache,334.0,0.0,0.0,28.3,30.0,0.0,20.0,Produits laitiers
Fromage bleu d'Auvergne,345.0,0.0,0.0,28.4,0.0,0.0,20.0,Produits laitiers
Fourme d'Ambert,327.0,0.0,0.0,27.6,50.0,0.0,20.0,Produits laitiers
Fromage bleu des Causses,352.0,0.0,0.0,30.0,0.0,0.0,20.0,Produits laitiers
Gorgonzola,314.0,0.0,0.0,26.4,50.0,0.0,20.0,Produits laitiers
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),366.0,0.0,0.0,30.7,0.0,0.0,20.0,Produits laitiers
Fromage bleu de Bresse,344.0,0.0,0.0,30.5,0.0,0.0,20.0,Produits laitiers
Fromage bleu de Bresse allegé environ 15% MG,248.0,0.0,0.0,15.5,0.0,0.0,20.0,Produits laitiers
Fromage é péte ferme environ 14% MG type Masdaam é teneur réduite en MG,240.0,0.0,0.0,13.8,0.0,0.0,20.0,Produits laitiers
Provolone,342.0,0.0,0.0,26.6,50.0,0.0,20.0,Produits laitiers
"Fromage é péte ferme, enrobé de cire",304.0,0.0,0.0,23.7,0.0,0.0,20.0,Produits laitiers
Cantal entre-deux,385.0,0.0,0.0,30.5,50.0,0.0,20.0,Produits laitiers
"Cantal, Salers ou Laguiole",380.0,0.0,0.0,31.0,50.0,0.0,20.0,Produits laitiers
Salers,390.0,0.0,0.0,31.4,50.0,0.0,20.0,Produits laitiers
Cheddar,401.0,0.0,0.0,33.8,50.0,0.0,20.0,Produits laitiers
Edam,331.0,0.0,0.0,25.5,50.0,0.0,20.0,Produits laitiers
Mimolette jeune,333.0,0.0,0.0,24.2,50.0,0.0,20.0,Produits laitiers
Gouda,376.0,0.0,0.0,31.5,50.0,0.0,20.0,Produits laitiers
Mimolette demi-vieille,368.0,0.0,0.0,26.9,50.0,0.0,20.0,Produits laitiers
Mimolette vieille,400.0,0.0,0.0,28.8,50.0,0.0,20.0,Produits laitiers
"Mimolette, sans précision",310.0,0.0,0.0,23.4,50.0,0.0,20.0,Produits laitiers
Fromage é péte ferme environ 27% MG type Maasdam,361.0,0.0,0.0,28.4,0.0,0.0,20.0,Produits laitiers
Mimolette extra-vieille,389.0,0.0,0.0,28.2,50.0,0.0,20.0,Produits laitiers
Morbier,356.0,0.0,0.0,29.2,50.0,0.0,20.0,Produits laitiers
Fromage de brebis des Pyrénées,399.0,0.0,0.0,33.6,0.0,0.0,20.0,Produits laitiers
"Saint-Nectaire, laitier",334.0,0.0,0.0,27.0,30.0,0.0,20.0,Produits laitiers
Raclette (fromage),343.0,0.0,0.0,27.5,0.0,0.0,20.0,Produits laitiers
"Saint-Nectaire, fermier",357.0,0.0,0.0,29.8,50.0,0.0,20.0,Produits laitiers
"Saint-Nectaire, sans précision",346.0,0.0,0.0,28.4,50.0,0.0,20.0,Produits laitiers
Saint-Paulin (fromage é péte pressée non cuite demi-ferme),329.0,0.0,0.0,26.4,0.0,0.0,20.0,Produits laitiers
Tomme ou tome de vache,352.0,0.0,0.0,29.4,50.0,0.0,20.0,Produits laitiers
Tomme ou tome de montagne ou de Savoie,366.0,0.0,0.0,29.1,50.0,0.0,20.0,Produits laitiers
"Tomme ou tome, allégée en matiére grasse, environ 13% MG",233.0,0.0,0.0,12.1,50.0,0.0,20.0,Produits laitiers
Asiago,359.0,0.0,0.0,25.6,50.0,0.0,20.0,Produits laitiers
Fromage de brebis Corse é péte molle,460.0,0.0,0.0,38.4,0.0,0.0,20.0,Produits laitiers
Tome des Bauges,383.0,0.0,0.0,30.8,50.0,0.0,20.0,Produits laitiers
"Fromage de chévre frais, au lait pasteurisé (type béchette fraéche)",200.0,0.0,2.08,20.0,45.0,0.9,20.0,Produits laitiers
"Fromage de chévre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",326.0,0.0,0.0,27.0,30.0,0.0,20.0,Produits laitiers
"Fromage de chévre lactique affiné, au lait pasteurisé (type béchette ou crottin)",302.0,0.0,0.0,24.7,30.0,0.0,20.0,Produits laitiers
"Fromage de chévre lactique affiné (type béchette, crottin, Sainte-Maure)",317.0,0.0,0.0,26.2,0.0,0.0,20.0,Produits laitiers
"Fromage de chévre frais, au lait cru (type palet ou crottin frais)",200.0,0.0,2.03,16.9,45.0,0.9,20.0,Produits laitiers
"Fromage de chévre frais, au lait pasteurisé ou cru (type crottin frais ou béchette fraéche)",200.0,0.0,2.05,18.4,45.0,0.9,20.0,Produits laitiers
Sainte-Maure de Touraine (fromage de chévre),296.0,0.0,0.0,24.2,0.0,0.0,20.0,Produits laitiers
Fromage de chévre demi-sec,355.0,0.0,0.0,29.8,0.0,0.0,20.0,Produits laitiers
Fromage de chévre béche,287.0,0.0,0.0,23.3,0.0,0.0,20.0,Produits laitiers
"Fromage de chévre béche, allégé en matiére grasse",180.0,0.0,0.0,10.0,0.0,0.0,20.0,Produits laitiers
"Fromage de chévre é péte molle non pressée non cuite croéte naturelle, au lait pasteurisé",281.0,0.0,0.0,22.6,30.0,0.0,20.0,Produits laitiers
Fromage de chévre sec,442.0,0.0,0.0,35.6,0.0,0.0,20.0,Produits laitiers
"Fromage de chévre é tartiner, nature",200.0,0.0,2.41,12.2,0.0,0.0,20.0,Produits laitiers
Fromage de chévre é péte molle et croéte fleurie type camembert,294.0,0.0,0.0,23.8,0.0,0.0,20.0,Produits laitiers
Fromage de brebis é péte molle et croéte fleurie,277.0,0.0,0.0,23.3,0.0,0.0,20.0,Produits laitiers
Fromage de brebis é péte pressée,386.0,0.0,0.0,32.3,0.0,0.0,20.0,Produits laitiers
Fromage de lactosérum de brebis,190.0,0.0,4.3,14.8,0.0,0.0,20.0,Produits laitiers
Chabichou (fromage de chévre),296.0,0.0,0.0,23.8,0.0,0.0,20.0,Produits laitiers
Pélardon (fromage de chévre),345.0,0.0,0.0,27.8,0.0,0.0,20.0,Produits laitiers
"Crottin de chévre, au lait cru",386.0,0.0,0.0,32.6,30.0,0.0,20.0,Produits laitiers
"Crottin de chévre, sans précision",342.0,0.0,0.0,28.0,50.0,0.0,20.0,Produits laitiers
Crottin de Chavignol (fromage de chévre),298.0,0.0,0.0,24.4,0.0,0.0,20.0,Produits laitiers
Picodon (fromage de chévre),317.0,0.0,0.0,26.0,0.0,0.0,20.0,Produits laitiers
Pouligny Saint-Pierre (fromage de chévre),296.0,0.0,0.0,24.5,0.0,0.0,20.0,Produits laitiers
Sainte-Maure (fromage de chévre),359.0,0.0,0.0,30.0,0.0,0.0,20.0,Produits laitiers
Selles-sur-Cher (fromage de chévre),292.0,0.0,0.0,23.9,0.0,0.0,20.0,Produits laitiers
Chevrot (fromage de chévre),279.0,0.0,0.0,22.8,0.0,0.0,20.0,Produits laitiers
Rocamadour (fromage de chévre),275.0,0.0,0.0,22.6,0.0,0.0,20.0,Produits laitiers
Valenéay (fromage de chévre),307.0,0.0,0.0,25.5,0.0,0.0,20.0,Produits laitiers
Fromage (aliment moyen),340.0,0.0,0.56,27.4,0.0,0.0,20.0,Produits laitiers
"Abricot, dénoyauté, cru",45.9,1.7,9.01,0.5,50.0,4.5,1.0,Fruits et légumes
"Abricot, dénoyauté, sec",239.0,8.3,59.1,0.5,50.0,29.6,1.0,Fruits et légumes
"Ananas, pulpe, cru",54.4,1.2,11.7,0.5,50.0,5.8,1.0,Fruits et légumes
"Avocat, pulpe, cru",205.0,3.6,0.83,20.6,50.0,0.4,1.0,Fruits et légumes
"Banane, pulpe, crue",95.0,2.7,19.7,0.5,45.0,8.9,1.2,Fruits et légumes
"Cassis, cru",50.0,5.8,9.68,0.86,50.0,4.8,1.0,Fruits et légumes
"Cerise, dénoyautée, crue",55.7,1.6,13.0,0.3,50.0,6.5,1.0,Fruits et légumes
"Citron, pulpe, cru",27.6,0.5,1.56,0.5,50.0,0.8,1.0,Fruits et légumes
"Coing, cru",50.0,1.9,13.4,0.1,50.0,6.7,1.0,Fruits et légumes
"Datte, pulpe et peau, séche",277.0,7.3,64.7,0.25,50.0,32.4,1.8,Fruits et légumes
"Figue, crue",69.4,4.1,13.5,0.5,50.0,6.8,1.0,Fruits et légumes
"Figue, séche",50.0,9.72,54.3,0.87,50.0,27.2,1.0,Fruits et légumes
"Fraise, crue",38.6,3.8,6.03,0.5,45.0,2.7,1.0,Fruits et légumes
"Framboise, crue",25.0,4.3,5.83,0.8,50.0,2.9,1.3,Fruits et légumes
"Fruit de la passion ou maracudja, pulpe et pépins, cru",101.0,6.8,10.9,3.0,45.0,4.9,1.0,Fruits et légumes
"Grenade, pulpe et pépins, crue",80.6,2.3,14.3,1.2,50.0,7.2,1.0,Fruits et légumes
"Groseille, crue",68.5,4.6,7.06,0.7,50.0,3.5,1.0,Fruits et légumes
"Groseille é maquereau, crue",44.0,4.03,4.88,0.59,50.0,2.4,1.0,Fruits et légumes
"Kiwi, pulpe et graines, cru",49.0,2.4,11.0,0.6,50.0,5.5,1.1,Fruits et légumes
"Litchi, pulpe, cru",81.0,2.0,16.1,0.5,50.0,8.0,1.0,Fruits et légumes
"Clémentine ou Mandarine, pulpe, crue",47.3,1.7,9.17,0.5,50.0,4.6,1.0,Fruits et légumes
"Mangue, pulpe, crue",73.9,1.6,14.3,0.5,50.0,7.2,1.0,Fruits et légumes
"Melon cantaloup (par ex.: Charentais, de Cavaillon) pulpe, cru",34.0,1.3,14.8,0.5,50.0,7.4,0.8,Fruits et légumes
"Mirabelle, crue",76.9,2.2,18.0,0.5,50.0,9.0,1.0,Fruits et légumes
"Myrtille, crue",57.7,2.4,10.6,0.33,50.0,5.3,1.0,Fruits et légumes
"Mére (de ronce), crue",47.3,5.2,6.53,0.7,50.0,3.3,1.0,Fruits et légumes
"Nectarine ou brugnon, pulpe et peau, crue",44.0,1.7,8.9,0.31,50.0,4.4,0.9,Fruits et légumes
"Olive noire, en saumure, égouttée",100.0,6.2,0.1,17.2,50.0,0.0,0.0,Aides culinaires
"Olive verte, en saumure, égouttée",155.0,3.6,0.0,15.7,50.0,0.0,0.0,Aides culinaires
"Orange, pulpe, crue",37.0,2.7,8.03,0.5,45.0,3.6,1.1,Fruits et légumes
"Papaye, pulpe, crue",42.2,1.8,8.53,0.3,50.0,4.3,1.0,Fruits et légumes
"Pastéque, pulpe, crue",38.9,0.5,8.33,0.5,50.0,4.2,1.0,Fruits et légumes
"Poire, pulpe et peau, crue",50.0,2.9,10.9,0.27,50.0,5.4,1.0,Fruits et légumes
Compote de pomme,102.0,1.53,24.4,0.21,45.0,11.0,1.0,Fruits et légumes
"Pomme, pulpe et peau, crue",50.0,1.4,11.6,0.25,45.0,5.2,1.0,Fruits et légumes
"Pomelo (dit Pamplemousse), pulpe, cru",39.8,0.8,8.02,0.5,50.0,4.0,1.0,Fruits et légumes
"Prune Reine-Claude, crue",35.0,1.7,16.4,0.5,50.0,8.2,0.5,Fruits et légumes
"Pruneau, sec",35.0,5.1,55.4,0.4,50.0,27.7,0.5,Fruits et légumes
"Péche, pulpe et peau, crue",50.0,1.6,9.0,0.33,50.0,4.5,1.0,Fruits et légumes
"Raisin blanc, é gros grain (type Italia ou Dattier), cru",73.4,1.0,16.6,0.5,45.0,7.5,1.0,Fruits et légumes
"Raisin noir, cru",50.0,1.4,15.6,0.4,45.0,7.0,1.0,Fruits et légumes
"Raisin, sec",321.0,4.2,73.2,0.9,45.0,32.9,1.0,Fruits et légumes
"Rhubarbe, tige, crue",50.0,2.47,1.47,0.23,50.0,0.7,1.0,Fruits et légumes
"Rhubarbe, tige, cuite, sucrée",50.0,2.0,29.2,0.05,50.0,14.6,1.0,Fruits et légumes
"Pomme, pulpe, crue",50.0,1.3,10.7,0.13,45.0,4.8,1.0,Fruits et légumes
"Mélange apéritif de fruits exotiques, sec",389.0,3.4,69.5,10.5,45.0,31.3,1.0,Fruits et légumes
"Carambole, pulpe, crue",50.0,2.8,3.9,0.32,50.0,2.0,1.0,Fruits et légumes
"Anone ou chérimole, pulpe, crue",50.0,2.65,15.4,0.64,50.0,7.7,1.0,Fruits et légumes
"Feijoa, pulpe, crue",50.0,6.4,8.2,0.42,50.0,4.1,1.0,Fruits et légumes
"Figue de Barbarie, pulpe et graines, crue",50.0,4.45,6.0,0.31,50.0,3.0,1.0,Fruits et légumes
"Kaki, pulpe, cru",68.6,3.4,14.3,0.3,50.0,7.2,1.0,Fruits et légumes
"Citron vert ou Lime, pulpe, cru",40.2,4.3,3.14,0.3,50.0,1.6,1.0,Fruits et légumes
"Mére noire (du mérier), crue",50.0,1.7,8.1,0.39,50.0,4.0,1.0,Fruits et légumes
"Ramboutan, pulpe, crue",50.0,0.9,20.0,0.21,50.0,10.0,1.0,Fruits et légumes
"Tamarin, fruit mér, pulpe, cru",50.0,5.1,57.4,0.6,45.0,25.8,1.0,Fruits et légumes
"Goyave, pulpe, crue",68.0,5.15,9.02,0.73,50.0,4.5,2.6,Fruits et légumes
"Pomme Canada, pulpe, crue",50.0,1.6,11.6,0.1,45.0,5.2,1.0,Fruits et légumes
"Pomme Golden, pulpe, crue",54.9,2.5,11.7,0.5,45.0,5.3,1.0,Fruits et légumes
"Banane, pulpe, séche",95.0,9.9,78.4,1.81,45.0,35.3,1.2,Fruits et légumes
"Prune, crue",35.0,1.5,9.92,0.29,50.0,5.0,0.5,Fruits et légumes
"Raisin Chasselas, cru",79.1,2.0,16.9,0.5,45.0,7.6,1.0,Fruits et légumes
"Poire, pulpe, crue",50.0,2.47,10.4,0.1,50.0,5.2,1.0,Fruits et légumes
"Compote, tout type de fruits",102.0,2.0,23.9,0.092,45.0,10.8,1.0,Fruits et légumes
"Compote, tout type de fruits, allégée en sucres",66.0,1.6,15.3,0.08,45.0,6.9,1.0,Fruits et légumes
"Griotte, crue",50.0,1.65,10.5,0.3,50.0,5.2,1.0,Fruits et légumes
"Pomme, séche",50.0,8.7,57.2,0.31,45.0,25.7,1.0,Fruits et légumes
"Raisin, cru",50.0,0.9,15.7,0.16,45.0,7.1,1.0,Fruits et légumes
"Canneberge ou cranberry, crue",50.0,5.13,7.6,0.13,50.0,3.8,1.0,Fruits et légumes
"Péche, séche",50.0,14.3,68.9,1.0,50.0,34.4,1.0,Fruits et légumes
"Pomme Granny Smith, pulpe, crue",53.9,2.6,11.4,0.5,45.0,5.1,1.0,Fruits et légumes
"Pomme Granny Smith, pulpe et peau, crue",51.5,2.8,10.7,0.5,45.0,4.8,1.0,Fruits et légumes
"Citron, zeste, cru",50.0,10.6,5.4,0.3,50.0,2.7,1.0,Fruits et légumes
"Sureau, baie, crue",50.0,7.0,11.4,0.5,50.0,5.7,1.0,Fruits et légumes
"Chayote ou christophine ou chouchou, crue",50.0,1.7,2.8,0.12,50.0,1.4,1.0,Fruits et légumes
"Compote, tout type de fruits, allégée en sucres, rayon frais",50.0,1.4,14.9,0.48,45.0,6.7,1.0,Fruits et légumes
"Olive noire, é l'huile (é la grecque)",332.0,11.6,0.1,33.3,50.0,0.0,0.0,Aides culinaires
"Myrtille, surgelée, crue",50.0,2.81,8.9,0.43,50.0,4.4,1.0,Fruits et légumes
"Salade de fruits, crue",50.0,1.23,11.4,0.15,15.0,1.7,1.0,Fruits et légumes
"Framboise, surgelée, crue",25.0,6.05,6.43,0.8,50.0,3.2,1.3,Fruits et légumes
"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",100.0,4.33,0.61,15.2,50.0,0.3,0.0,Aides culinaires
"Nectarine ou brugnon, jaune, pulpe et peau, crue",51.3,0.6,11.3,0.5,50.0,5.6,1.0,Fruits et légumes
"Nectarine ou brugnon, blanche, pulpe et peau, crue",51.8,0.5,11.4,0.5,50.0,5.7,1.0,Fruits et légumes
"Mére (de ronce), surgelée, crue",50.0,5.0,10.7,0.42,50.0,5.4,1.0,Fruits et légumes
"Compote de pomme, allégée en sucres",65.1,1.3,15.1,0.08,45.0,6.8,1.0,Fruits et légumes
"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres desserts de fruits compotes allégée)",50.0,1.61,19.5,0.2,45.0,8.8,1.0,Fruits et légumes
"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""",58.9,1.7,13.4,0.3,45.0,6.0,1.0,Fruits et légumes
"Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)",50.0,1.53,16.9,0.56,45.0,7.6,1.0,Fruits et légumes
"Pomme, pulpe, rétie/cuite au four",50.0,3.0,21.0,0.5,45.0,9.4,1.0,Fruits et légumes
"Pomme, pulpe, bouillie/cuite é l'eau",50.0,2.4,11.2,0.36,45.0,5.0,1.0,Fruits et légumes
"Chayote ou christophine ou chouchou, bouillie/cuite é l'eau",50.0,2.8,2.29,0.48,50.0,1.1,1.0,Fruits et légumes
"Canneberge ou cranberry, séchée, sucrée",333.0,5.7,76.4,1.0,50.0,38.2,1.0,Fruits et légumes
"Pomelo (dit Pamplemousse) jaune, pulpe, cru",50.0,1.1,7.31,0.1,50.0,3.7,1.0,Fruits et légumes
"Pomelo (dit Pamplemousse) rose, pulpe, cru",50.0,1.6,6.2,0.14,50.0,3.1,1.0,Fruits et légumes
Olive (aliment moyen),162.0,4.38,0.043,16.5,50.0,0.0,0.0,Aides culinaires
"Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)",80.1,1.68,18.6,0.15,45.0,8.4,1.0,Fruits et légumes
Olive noire (aliment moyen),100.0,6.97,0.05,19.5,50.0,0.0,0.0,Aides culinaires
"Purée de pommes, type ""compote sans sucres ajoutés""",56.4,1.7,11.7,0.3,45.0,5.3,1.0,Fruits et légumes
"Poire Conférence, pulpe, crue",53.1,3.1,11.4,0.5,50.0,5.7,1.0,Fruits et légumes
"Poire Williams, pulpe, crue",54.1,3.1,11.5,0.5,50.0,5.8,1.0,Fruits et légumes
"Pomme Chantecler, pulpe, crue",51.8,1.9,11.2,0.5,45.0,5.0,1.0,Fruits et légumes
"Pomme Gala, pulpe, crue",54.5,1.9,11.9,0.5,45.0,5.4,1.0,Fruits et légumes
"Pomme Pink lady, pulpe, crue",60.1,2.9,12.8,0.5,45.0,5.8,1.0,Fruits et légumes
"Péche blanche, pulpe et peau, crue",47.2,2.1,9.48,0.5,50.0,4.7,1.0,Fruits et légumes
"Péche blanche, pulpe, crue",46.1,1.1,9.63,0.5,50.0,4.8,1.0,Fruits et légumes
"Péche jaune, pulpe, crue",46.3,1.0,9.8,0.5,50.0,4.9,1.0,Fruits et légumes
"Mangue José, pulpe, crue, prélevée é La Réunion (Mangifera indica L.)",88.8,1.8,19.3,0.5,50.0,9.6,1.0,Fruits et légumes
"Ananas Victoria ou ananas Queen Victoria, pulpe crue, prélevé é La Réunion Ananas comosus (L.) merr var. Queen)",71.8,2.4,15.1,0.3,50.0,7.6,1.0,Fruits et légumes
"Papaye Colombo (fruit mér), pulpe sans pépin, crue, prélevée é La Réunion (Carica papaya L.)",40.0,2.2,7.88,0.3,45.0,3.5,1.0,Fruits et légumes
"Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé é la Martinique",50.0,1.8,13.3,0.1,50.0,6.6,1.0,Fruits et légumes
"Abricot pays, pulpe, cru, prélevé é la Martinique",50.0,3.1,10.8,0.05,50.0,5.4,1.0,Fruits et légumes
"Ananas, pulpe, cru , prélevé é la Martinique",50.0,2.0,0.0,0.0,50.0,0.0,1.0,Fruits et légumes
"Caémite, pulpe, cru, prélevé é la Martinique",50.0,2.0,0.0,2.87,50.0,0.0,1.0,Fruits et légumes
"Cerise acérola, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.097,50.0,0.0,1.0,Fruits et légumes
"Chadéque, pulpe, cru, prélevé é la Martinique",50.0,2.0,0.0,0.3,50.0,0.0,1.0,Fruits et légumes
"Chips d'abricot pays, pulpe, prélevé é la Martinique",50.0,6.2,68.7,18.7,50.0,34.4,1.0,Fruits et légumes
"Goyave, pulpe, purée, prélevée é la Martinique",68.0,2.0,0.0,0.0067,50.0,0.0,2.6,Fruits et légumes
"Jus de carambole, prélevé é la Martinique, jus filtré",50.0,2.0,0.0,0.15,50.0,0.0,1.0,Fruits et légumes
"Jus de carambole, prélevée é la Martinique, jus non filtré",50.0,2.0,0.0,0.03,50.0,0.0,1.0,Fruits et légumes
"Jus de citron punch (variété petit calibre), pur jus, prélevé é la Martinique",50.0,2.0,0.0,0.14,50.0,0.0,1.0,Fruits et légumes
"Jus de citron vert (variété gros calibre), pur jus, prélevé é la Martinique",50.0,2.0,0.0,0.46,50.0,0.0,1.0,Fruits et légumes
"Jus de corossol, prélevé é la Martinique",50.0,2.0,0.0,0.43,50.0,0.0,1.0,Fruits et légumes
"Jus de fruit de la passion ou maracudja, prélevé é la Martinique, pur jus",50.0,2.0,0.0,0.37,45.0,0.0,1.0,Fruits et légumes
"Jus de grenade, prélevée é la Martinique",50.0,2.0,0.0,0.0,50.0,0.0,1.0,Fruits et légumes
"Jus de lime, pur jus, prélevé é la Martinique",50.0,2.0,0.0,0.57,50.0,0.0,1.0,Fruits et légumes
"Jus de mandarine commune, pur jus filtré pasteurisé, prélevée é la Martinique",50.0,0.5,0.0,0.0,50.0,0.0,1.0,Fruits et légumes
"Jus de mandarine commune, pur jus filtré, prélevée é la Martinique",50.0,0.5,8.63,0.57,50.0,4.3,1.0,Fruits et légumes
"Jus de mandarine macaque, pur jus filtré, prélevée é la Martinique",50.0,0.5,10.8,0.0,50.0,5.4,1.0,Fruits et légumes
"Jus de moubin, pur jus, prélevé é la Martinique",50.0,2.0,0.0,0.19,50.0,0.0,1.0,Fruits et légumes
"Jus de pamplemousse (variété locale), pur jus, prélevé é la Martinique",50.0,2.0,0.0,0.19,50.0,0.0,1.0,Fruits et légumes
"Jus de prune de cythére verte ""géante"" (variété locale), fruit mér, pur jus filtré, prélevée é la Martinique",35.0,1.0,7.13,0.19,45.0,3.2,0.5,Fruits et légumes
"Jus de prune de cythére verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée é la Martinique",35.0,0.8,6.55,0.28,45.0,2.9,0.5,Fruits et légumes
"Jus de prune de cythére verte ""naine"" (variété hybride), fruit mér, pur jus filtré, prélevée é la Martinique",35.0,0.9,9.97,0.21,45.0,4.5,0.5,Fruits et légumes
"Jus de prune de cythére verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée é la Martinique",35.0,0.8,6.34,0.26,45.0,2.9,0.5,Fruits et légumes
"Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée é la Martinique",50.0,0.7,0.0,0.0,50.0,0.0,1.0,Fruits et légumes
"Mango bassignac, pulpe, cru, prélevé é la Martinique",50.0,3.2,18.5,0.0,50.0,9.2,1.0,Fruits et légumes
"Mango moussache, pulpe, cru, prélevé é la Martinique",50.0,2.0,20.9,0.0,50.0,10.4,1.0,Fruits et légumes
"Mangue julie, pulpe, crue, prélevée é la Martinique",50.0,2.8,18.3,0.0,50.0,9.2,1.0,Fruits et légumes
"Mangue verte, pulpe, crue, prélevée é la Martinique",50.0,3.4,12.2,0.0,50.0,6.1,1.0,Fruits et légumes
"Melon, pulpe, cru, prélevé é la Martinique",34.0,2.0,0.0,0.047,50.0,0.0,0.8,Fruits et légumes
"Orange (variété locale), pulpe, prélevée é la Martinique",37.0,2.0,0.0,0.67,45.0,0.0,1.1,Fruits et légumes
"Orange amére, pulpe, crue, prélevée é la Martinique",37.0,2.0,0.0,0.43,45.0,0.0,1.1,Fruits et légumes
"Pastéque, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.26,50.0,0.0,1.0,Fruits et légumes
"Pomme cajou, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.11,45.0,0.0,1.0,Fruits et légumes
"Pomme cannelle, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.57,45.0,0.0,1.0,Fruits et légumes
"Pomme d'eau ou pomme malaca, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.023,45.0,0.0,1.0,Fruits et légumes
"Pomme liane, pulpe, crue, prélevée é la Martinique",50.0,2.0,0.0,0.22,45.0,0.0,1.0,Fruits et légumes
"Prune de cythére, mére, fruit entier, crue, prélevée é la Martinique",35.0,2.0,0.0,0.03,45.0,0.0,0.5,Fruits et légumes
